#data from http://pds-geosciences.wustl.edu/phx/phx-m-ra-4-rdr-sci-v1/phxra_1001/data/
time(s);x_t(m);y_t(m);z_t(m);th_t(rad);Fr(N);Ft(N);Fz(N);R(N)
900553676.8;0.1816;1.5422;0.7384;2.2332;0;0;0;0
900553676.9;0.1816;1.5422;0.7412;2.2338;-2.5892;0;4.4016;5.1067
900553677;0.1815;1.5416;0.7444;2.235;0;0;0;0
900553677.1;0.1815;1.5416;0.7477;2.2329;-1.8323;0;4.7289;5.0715
900553677.2;0.1815;1.5419;0.7507;2.2306;0;0;0;0
900553677.3;0.1816;1.5421;0.753;2.2309;0;0;0;0
900553677.4;0.1816;1.542;0.7558;2.2315;-1.1153;0;5.7396;5.8469
900553677.5;0.1815;1.5417;0.7585;2.2323;0.8451;0;5.6767;5.7393
900553677.6;0.1815;1.5415;0.761;2.233;0;0;0;0
900553677.7;0.1815;1.5414;0.764;2.2337;0;0;0;0
900553677.8;0.1815;1.5411;0.7671;2.2345;0.2076;0;6.6259;6.6292
900553677.9;0.1814;1.541;0.77;2.2351;-0.7327;0;6.238;6.2809
900553678;0.1814;1.5405;0.7729;2.236;-2.7335;0;5.3523;6.0099
900553678.1;0.1814;1.5405;0.7757;2.2339;0;0;0;0
900553678.2;0.1815;1.5412;0.7783;2.2311;-3.0675;0;3.8439;4.9178
900553678.3;0.1815;1.541;0.7813;2.2318;0;0;0;0
900553678.4;0.1814;1.5402;0.7847;2.2331;-0.9512;0;5.2489;5.3344
900553678.5;0.1813;1.54;0.7877;2.2338;0;0;0;0
900553678.6;0.1813;1.5398;0.7901;2.2344;-3.2303;0;4.1884;5.2894
900553678.7;0.1813;1.5396;0.7925;2.235;0;0;0;0
900553678.8;0.1813;1.5395;0.7953;2.2355;0;0;0;0
900553678.9;0.1812;1.5392;0.7984;2.2363;0.1571;0;6.7669;6.7688
900553679;0.1813;1.5393;0.8013;2.234;-1.6132;0;4.5411;4.8192
900553679.1;0.1813;1.5394;0.8041;2.2326;-1.6473;0;2.7283;3.187
900553679.2;0.1812;1.5389;0.807;2.2335;0;0;0;0
900553679.3;0.1811;1.5383;0.81;2.2344;0;0;0;0
900553679.4;0.1811;1.5382;0.8133;2.2351;-3.1899;0;3.6994;4.8848
900553679.5;0.1811;1.5379;0.8163;2.2358;-5.6983;0;-4.1447;7.0462
900553679.6;0.1811;1.5377;0.8187;2.2364;-1.7227;0;4.6372;4.9468
900553679.7;0.1811;1.5376;0.8211;2.2359;0;0;0;0
900553679.8;0.1811;1.5379;0.8236;2.2334;0;0;0;0
900553679.9;0.181;1.5374;0.8267;2.2334;0;0;0;0
900553680;0.181;1.537;0.8298;2.2342;-1.4373;0;2.9692;3.2988
900553680.1;0.1809;1.5367;0.8328;2.2349;-0.3302;0;4.2649;4.2776
900553680.2;0.1809;1.5364;0.8356;2.2355;0.8633;0;6.9794;7.0326
900553680.3;0.1809;1.5361;0.8386;2.2362;0;0;0;0
900553680.4;0.1809;1.5359;0.8419;2.2368;-3.4796;0;2.4322;4.2454
900553680.5;0.1808;1.5352;0.8444;2.2377;0;0;0;0
900553680.6;0.181;1.5368;0.844;2.2337;0;0;0;0
900553680.7;0.1812;1.5384;0.8436;2.2314;0;0;0;0
900553680.8;0.1812;1.5384;0.8436;2.2314;0;0;0;0
900553681.3;0.1812;1.5384;0.8436;2.2314;0;0;0;0
900553681.4;0.1812;1.5384;0.8436;2.2314;0;0;0;0
900553681.5;0.1812;1.5381;0.8441;2.2317;0;0;0;0
900553681.6;0.181;1.5371;0.8456;2.2327;0;0;0;0
900553681.7;0.1806;1.5343;0.8486;2.2328;0;0;0;0
900553681.8;0.1801;1.5309;0.8527;2.2326;8.4819;0;12.8407;15.3892
900553681.9;0.1797;1.528;0.8564;2.2346;8.1428;0;10.8263;13.5468
900553682;0.1794;1.5257;0.86;2.2361;0;0;0;0
900553682.1;0.1791;1.5234;0.8636;2.2358;0;0;0;0
900553682.2;0.1786;1.5205;0.8673;2.2351;0.3423;0;-0.0163;0.3426
900553682.3;0.1781;1.5166;0.8718;2.2362;6.3689;0;11.7547;13.3692
900553682.4;0.1777;1.5144;0.8749;2.2375;0;0;0;0
900553682.5;0.1775;1.5123;0.8785;2.237;0;0;0;0
900553682.6;0.1772;1.5105;0.882;2.2345;0;0;0;0
900553682.7;0.1767;1.5068;0.8859;2.2362;0;0;0;0
900553682.8;0.176;1.5024;0.8896;2.2403;10.6804;0;31.1649;32.9442
900553682.9;0.1756;1.4998;0.8927;2.241;0;0;0;0
900553683;0.1757;1.5005;0.8926;2.236;0;0;0;0
900553683.1;0.1758;1.5012;0.8924;2.2308;0;0;0;0
900553683.2;0.1758;1.5012;0.8924;2.2308;0;0;0;0
900553683.3;0.1758;1.5012;0.8924;2.2308;0;0;0;0
900553683.7;0.1758;1.5012;0.8924;2.2308;0;0;0;0
900553683.8;0.1758;1.5011;0.8925;2.2309;0;0;0;0
900553683.9;0.1758;1.5011;0.8925;2.2309;0;0;0;0
900553684;0.1757;1.5005;0.8934;2.2315;0;0;0;0
900553684.1;0.1755;1.4987;0.8955;2.2333;0;0;0;0
900553684.2;0.175;1.4955;0.8985;2.2354;9.1858;0;46.1882;47.0928
900553684.3;0.1749;1.4946;0.8988;2.2334;0;0;0;0
900553684.4;0.175;1.4951;0.8987;2.2303;0;0;0;0
900553684.5;0.175;1.4951;0.8987;2.2303;0;0;0;0
900553685;0.175;1.4951;0.8987;2.2303;0;0;0;0
900553685.1;0.1749;1.4949;0.8987;2.2314;0;0;0;0
900553685.2;0.1749;1.4948;0.8984;2.2341;0;0;0;0
900553685.3;0.1746;1.4924;0.8981;2.2541;0;0;0;0
900553685.4;0.174;1.4888;0.8981;2.2741;0;0;0;0
900553685.5;0.1739;1.4878;0.8973;2.2776;-2.6936;0;27.2593;27.392
900553685.6;0.1738;1.4875;0.8962;2.2804;-9.5273;0;22.5184;24.4509
900553685.7;0.1735;1.4851;0.8958;2.2993;-23.1441;0;13.0023;26.5464
900553685.8;0.1731;1.4826;0.8955;2.3167;0;0;0;0
900553685.9;0.1731;1.4825;0.8947;2.3167;0;0;0;0
900553686;0.1729;1.4812;0.8943;2.3195;0;0;0;0
900553686.1;0.1724;1.4776;0.8945;2.335;-7.4443;0;23.9362;25.0671
900553686.2;0.1719;1.4745;0.8946;2.3475;0;0;0;0
900553686.3;0.172;1.4753;0.8936;2.3485;0;0;0;0
900553686.4;0.1719;1.4744;0.8927;2.3572;0;0;0;0
900553686.5;0.1715;1.4718;0.8921;2.3709;-19.783;0;10.574;22.4316
900553686.6;0.171;1.4685;0.8917;2.3844;0;0;0;0
900553686.7;0.1707;1.4667;0.8911;2.3922;-4.0007;0;26.5507;26.8504
900553686.8;0.1706;1.4656;0.8906;2.4019;-19.4872;0;15.4997;24.8996
900553686.9;0.1703;1.4635;0.8905;2.418;0;0;0;0
900553687;0.1699;1.4613;0.8909;2.4325;0;0;0;0
900553687.1;0.1695;1.4583;0.8923;2.4387;0;0;0;0
900553687.2;0.169;1.4549;0.8937;2.4489;0;0;0;0
900553687.3;0.1685;1.4515;0.8946;2.467;-27.5902;0;13.319;30.6368
900553687.4;0.168;1.4478;0.8953;2.4837;-7.9483;0;28.7352;29.8142
900553687.5;0.1678;1.4466;0.8958;2.4856;-15.2298;0;19.9007;25.0596
900553687.6;0.1677;1.446;0.8961;2.4889;0;0;0;0
900553687.7;0.1672;1.4426;0.8966;2.5097;0;0;0;0
900553687.8;0.1668;1.4397;0.8963;2.5282;0;0;0;0
900553687.9;0.1666;1.4389;0.895;2.5296;0;0;0;0
900553688;0.1665;1.4378;0.8937;2.5322;0;0;0;0
900553688.1;0.1662;1.4358;0.8926;2.5463;0;0;0;0
900553688.2;0.166;1.4345;0.8927;2.5599;0;0;0;0
900553688.3;0.1657;1.4322;0.8953;2.5649;0;0;0;0
900553688.4;0.1652;1.4287;0.8979;2.5771;0;0;0;0
900553688.5;0.1646;1.4252;0.8989;2.5936;0;0;0;0
900553688.6;0.1641;1.4215;0.8995;2.6075;-14.4102;0;20.554;25.1022
900553688.7;0.1638;1.4193;0.9004;2.6139;0;0;0;0
900553688.8;0.1634;1.4168;0.9013;2.627;-21.1277;0;12.3329;24.4638
900553688.9;0.1629;1.4131;0.9015;2.649;0;0;0;0
900553689;0.1626;1.4111;0.9009;2.6641;0;0;0;0
900553689.1;0.1625;1.4103;0.9003;2.6656;0;0;0;0
900553689.2;0.1621;1.4082;0.9003;2.6727;0;0;0;0
900553689.3;0.1615;1.4039;0.9;2.6953;0;0;0;0
900553689.4;0.1609;1.3996;0.9002;2.7151;0;0;0;0
900553689.5;0.1607;1.3984;0.9016;2.7172;0;0;0;0
900553689.6;0.1605;1.3971;0.9026;2.7211;0;0;0;0
900553689.7;0.1601;1.3942;0.9025;2.7389;-20.8984;0;37.2221;42.6876
900553689.8;0.1598;1.3921;0.9025;2.7515;0;0;0;0
900553689.9;0.1596;1.3911;0.9037;2.7534;0;0;0;0
900553690;0.1593;1.3891;0.9047;2.7615;0;0;0;0
900553690.1;0.1588;1.3854;0.9046;2.7835;0;0;0;0
900553690.2;0.1584;1.3827;0.9032;2.8029;0;0;0;0
900553690.3;0.1581;1.3805;0.9;2.8134;0;0;0;0
900553690.4;0.158;1.38;0.897;2.819;0;0;0;0
900553690.5;0.1582;1.3814;0.8938;2.8237;0;0;0;0
900553690.6;0.1584;1.3827;0.8932;2.8308;0;0;0;0
900553690.7;0.1579;1.3794;0.895;2.8482;0;0;0;0
900553690.8;0.1573;1.375;0.8974;2.8668;0;0;0;0
900553690.9;0.1566;1.3708;0.8998;2.8825;0;0;0;0
900553691;0.1561;1.3675;0.9007;2.8981;0;0;0;0
900553691.1;0.1558;1.3649;0.9002;2.9149;0;0;0;0
900553691.2;0.1556;1.3637;0.8993;2.9295;0;0;0;0
900553691.3;0.1553;1.3618;0.8992;2.9457;0;0;0;0
900553691.4;0.1548;1.3586;0.8996;2.9639;0;0;0;0
900553691.5;0.1544;1.3559;0.8996;2.9791;0;0;0;0
900553691.6;0.1541;1.3534;0.8994;2.994;0;0;0;0
900553691.7;0.1537;1.3512;0.8985;3.0096;0;0;0;0
900553691.8;0.1537;1.3508;0.8983;3.0126;0;0;0;0
900553691.9;0.1537;1.3508;0.8983;3.0126;0;0;0;0
900553692.4;0.1537;1.3508;0.8983;3.0126;0;0;0;0
900553692.4;0.1537;1.3508;0.8983;3.0126;0;0;0;0
900553692.5;0.1538;1.3515;0.8981;3.0074;0;0;0;0
900553692.6;0.1539;1.352;0.8974;2.9986;0;0;0;0
900553692.7;0.1536;1.3504;0.8966;2.9908;0;0;0;0
900553692.8;0.1531;1.3467;0.8957;2.9828;0;0;0;0
900553692.9;0.1524;1.342;0.8946;2.9756;-5.1288;0;28.6363;29.0919
900553693;0.1514;1.3354;0.8929;2.9802;0;0;0;0
900553693.1;0.1504;1.3286;0.8933;2.986;0;0;0;0
900553693.2;0.1497;1.3238;0.8936;2.9901;0;0;0;0
900553693.3;0.1491;1.3195;0.8937;2.9928;0;0;0;0
900553693.4;0.1488;1.3178;0.8939;2.9878;0;0;0;0
900553698.9;0.1505;1.3295;0.8933;2.9779;0;0;0;0
900553698.9;0.1505;1.3295;0.8933;2.9779;0;0;0;0
900553699;0.1506;1.3299;0.8927;2.9775;0;0;0;0
900553699.1;0.1507;1.3308;0.8916;2.9766;0;0;0;0
900553699.2;0.1509;1.3323;0.8896;2.9751;0;0;0;0
900553699.3;0.1513;1.3346;0.8867;2.9728;-2.9048;0;24.2553;24.4286
900553699.4;0.1516;1.3369;0.8837;2.9705;-2.2804;0;30.0212;30.1077
900553699.5;0.1519;1.3387;0.8813;2.9686;0;0;0;0
900553699.6;0.1521;1.3401;0.8795;2.9672;0;0;0;0
900553699.7;0.1523;1.3416;0.8772;2.9665;0;0;0;0
900553699.8;0.1526;1.3441;0.874;2.964;0;0;0;0
900553699.9;0.153;1.3464;0.8704;2.9634;0;0;0;0
900553700;0.1527;1.3445;0.8671;2.9719;0;0;0;0
900553700.1;0.1526;1.3439;0.8669;2.976;0;0;0;0
900553700.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553700.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553700.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553700.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553700.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553700.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553700.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553700.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553701.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553702.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553703.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553704.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553705.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553706.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553707.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553708.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553709.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553710.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553711.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553712.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553713.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553714.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553715.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.1;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.2;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.3;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.4;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.5;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.6;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.7;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.8;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553716.9;0.1526;1.3438;0.8668;2.9771;0;0;0;0
900553717;0.1526;1.3436;0.8667;2.9781;0;0;0;0
900553717.1;0.1526;1.3436;0.8667;2.9781;0;0;0;0
900553717.2;0.1526;1.3436;0.8667;2.9781;0;0;0;0
900553717.7;0.1526;1.3436;0.8667;2.9781;0;0;0;0
900553717.8;0.1525;1.3435;0.8667;2.9791;0;0;0;0
900553717.9;0.1525;1.3433;0.8664;2.9829;0;0;0;0
900553718;0.1528;1.3456;0.8643;2.9908;0;0;0;0
900553718.1;0.1532;1.3481;0.8614;3.0002;0;0;0;0
900553718.2;0.1537;1.3516;0.8568;3.0095;-2.5057;0;-2.0403;3.2313
900553718.3;0.1542;1.355;0.8524;3.017;0;0;0;0
900553718.4;0.1547;1.3583;0.8478;3.0274;-1.3105;0;-2.6351;2.943
900553718.5;0.1551;1.3614;0.8434;3.0379;0;0;0;0
900553718.6;0.1556;1.3643;0.8389;3.0477;-2.3722;0;-0.0604;2.373
900553718.7;0.156;1.3672;0.8343;3.0584;0;0;0;0
900553718.8;0.1564;1.37;0.8295;3.0702;-2.1484;0;-3.3779;4.0032
900553718.9;0.1568;1.3728;0.8248;3.0809;-3.228;0;-0.2041;3.2345
900553719;0.1572;1.376;0.8196;3.0932;0;0;0;0
900553719.1;0.1575;1.3781;0.8156;3.1037;-3.9933;0;-3.2161;5.1273
900553719.2;0.1579;1.3807;0.8109;3.1156;0;0;0;0
900553719.3;0.1582;1.3829;0.8061;3.1278;0;0;0;0
900553719.4;0.1586;1.3852;0.8013;3.1399;-1.9431;0;-1.8194;2.662
900553719.5;0.1589;1.3877;0.7967;-3.1331;0;0;0;0
900553719.6;0.1593;1.3901;0.7921;-3.121;-1.9055;0;0.7362;2.0428
900553719.7;0.1596;1.3924;0.7874;-3.1078;0;0;0;0
900553719.8;0.16;1.3948;0.7827;-3.0957;0;0;0;0
900553719.9;0.1604;1.3976;0.778;-3.0858;0;0;0;0
900553720;0.1607;1.4003;0.7723;-3.0722;0;0;0;0
900553720.1;0.161;1.402;0.7682;-3.0613;-2.7968;0;0.2395;2.8071
900553720.2;0.1613;1.4041;0.7634;-3.0488;0;0;0;0
900553720.3;0.1616;1.4065;0.7586;-3.0367;0;0;0;0
900553720.4;0.1621;1.4095;0.7533;-3.0252;-2.6972;0;-1.2968;2.9928
900553720.5;0.1625;1.4123;0.7485;-3.0153;-3.0859;0;0.292;3.0997
900553720.6;0.1628;1.4144;0.7438;-3.0038;-1.1602;0;0.8126;1.4165
900553720.7;0.1631;1.4164;0.7388;-2.9904;0;0;0;0
900553720.8;0.1634;1.4185;0.7337;-2.978;0;0;0;0
900553720.9;0.1637;1.4208;0.7287;-2.9667;0;0;0;0
900553721;0.1641;1.4239;0.7231;-2.9553;0;0;0;0
900553721.1;0.1644;1.4259;0.7185;-2.9436;-3.0804;0;0.6092;3.1401
900553721.2;0.1647;1.428;0.7134;-2.9312;0;0;0;0
900553721.3;0.1651;1.4303;0.7084;-2.9198;0;0;0;0
900553721.4;0.1654;1.433;0.703;-2.9089;-2.3583;0;0.3154;2.3793
900553721.5;0.1658;1.4356;0.6978;-2.898;-3.4458;0;-0.2789;3.457
900553721.6;0.1661;1.4378;0.6926;-2.8855;-3.2772;0;-1.5901;3.6426
900553721.7;0.1664;1.4399;0.6873;-2.8731;-4.6598;0;-2.498;5.2871
900553721.8;0.1668;1.4424;0.6822;-2.862;0;0;0;0
900553721.9;0.1674;1.4466;0.6773;-2.8551;0;0;0;0
900553722;0.1681;1.4512;0.6714;-2.843;0;0;0;0
900553722.1;0.1684;1.4535;0.6674;-2.8305;-9.0186;0;0.388;9.027
900553722.2;0.1686;1.4548;0.6638;-2.8179;-1.6887;0;3.8294;4.1852
900553722.3;0.1688;1.4563;0.6604;-2.8063;0;0;0;0
900553722.4;0.1691;1.4585;0.6559;-2.7937;0;0;0;0
900553722.5;0.1695;1.4608;0.6517;-2.7821;-1.1235;0;3.519;3.694
900553722.6;0.1698;1.4631;0.6474;-2.7704;-1.7964;0;2.164;2.8125
900553722.7;0.1701;1.4653;0.6431;-2.7577;-2.8628;0;2.1295;3.5679
900553722.8;0.1704;1.4672;0.639;-2.7456;0;0;0;0
900553722.9;0.1707;1.4692;0.6347;-2.7337;0;0;0;0
900553723;0.1711;1.4718;0.6296;-2.7195;-1.3039;0;2.6755;2.9763
900553723.1;0.1714;1.4739;0.6258;-2.7094;-1.4859;0;4.0807;4.3429
900553723.2;0.1716;1.4759;0.6215;-2.6975;0;0;0;0
